,TIME,NUM1,NUM2,NUM3,NUM4,NUM5,NUM6,BONUS_NUM
765,766,9,30,34,35,39,41,21
766,767,5,15,20,31,34,42,22
767,768,7,27,29,30,38,44,4
768,769,5,7,11,16,41,45,4
769,770,1,9,12,23,39,43,34
770,771,6,10,17,18,21,29,30
771,772,5,6,11,14,21,41,32
772,773,8,12,19,21,31,35,44
773,774,12,15,18,28,34,42,9
774,775,11,12,29,33,38,42,17
775,776,8,9,18,21,28,40,20
776,777,6,12,17,21,34,37,18
777,778,6,21,35,36,37,41,11
778,779,6,12,19,24,34,41,4
779,780,15,17,19,21,27,45,16
780,781,11,16,18,19,24,39,43
781,782,6,18,31,34,38,45,20
782,783,14,15,16,17,38,45,36
783,784,3,10,23,24,31,39,22
784,785,4,6,15,25,26,33,40
785,786,12,15,16,20,24,30,38
786,787,5,6,13,16,27,28,9
787,788,2,10,11,19,35,39,29
788,789,2,6,7,12,19,45,38
789,790,3,8,19,27,30,41,12
790,791,2,10,12,31,33,42,32
791,792,2,7,19,25,29,36,16
792,793,10,15,21,35,38,43,31
793,794,6,7,18,19,30,38,13
794,795,3,10,13,26,34,38,36
795,796,1,21,26,36,40,41,5
796,797,5,22,31,32,39,45,36
797,798,2,10,14,22,32,36,41
798,799,12,17,23,34,42,45,33
799,800,1,4,10,12,28,45,26
800,801,17,25,28,37,43,44,2
801,802,10,11,12,18,24,42,27
802,803,5,9,14,26,30,43,2
803,804,1,10,13,26,32,36,9
804,805,3,12,13,18,31,32,42
805,806,14,20,23,31,37,38,27
806,807,6,10,18,25,34,35,33
807,808,15,21,31,32,41,43,24
808,809,6,11,15,17,23,40,39
809,810,5,10,13,21,39,43,11
810,811,8,11,19,21,36,45,25
811,812,1,3,12,14,16,43,10
812,813,11,30,34,35,42,44,27
813,814,2,21,28,38,42,45,30
814,815,17,21,25,26,27,36,4
815,816,12,18,19,29,31,39,7
816,817,3,9,12,13,25,43,34
817,818,14,15,25,28,29,30,3
818,819,16,25,33,38,40,45,15
819,820,10,21,22,30,35,42,6
820,821,1,12,13,24,29,44,16
821,822,9,18,20,24,27,36,12
822,823,12,18,24,26,39,40,15
823,824,7,9,24,29,34,38,26
824,825,8,15,21,31,33,38,42
825,826,13,16,24,25,33,36,42
826,827,5,11,12,29,33,44,14
827,828,4,7,13,29,31,39,18
828,829,4,5,31,35,43,45,29
829,830,5,6,16,18,37,38,17
830,831,3,10,16,19,31,39,9
831,832,13,14,19,26,40,43,30
832,833,12,18,30,39,41,42,19
833,834,6,8,18,35,42,43,3
834,835,9,10,13,28,38,45,35
835,836,1,9,11,14,26,28,19
836,837,2,25,28,30,33,45,6
837,838,9,14,17,33,36,38,20
838,839,3,9,11,12,13,19,35
839,840,2,4,11,28,29,43,27
840,841,5,11,14,30,33,38,24
841,842,14,26,32,36,39,42,38
842,843,19,21,30,33,34,42,4
843,844,7,8,13,15,33,45,18
844,845,1,16,29,33,40,45,6
845,846,5,18,30,41,43,45,13
846,847,12,16,26,28,30,42,22
847,848,1,2,16,22,38,39,34
848,849,5,13,17,29,34,39,3
849,850,16,20,24,28,36,39,5
850,851,14,18,22,26,31,44,40
851,852,11,17,28,30,33,35,9
852,853,2,8,23,26,27,44,13
853,854,20,25,31,32,36,43,3
854,855,8,15,17,19,43,44,7
855,856,10,24,40,41,43,44,17
856,857,6,10,16,28,34,38,43
857,858,9,13,32,38,39,43,23
858,859,8,22,35,38,39,41,24
859,860,4,8,18,25,27,32,42
860,861,11,17,19,21,22,25,24
861,862,10,34,38,40,42,43,32
862,863,16,21,28,35,39,43,12
863,864,3,7,10,13,25,36,32
864,865,3,15,22,32,33,45,2
865,866,9,15,29,34,37,39,12
866,867,14,17,19,22,24,40,41
867,868,12,17,28,41,43,44,25
868,869,2,6,20,27,37,39,4
869,870,21,25,30,32,40,42,31
870,871,2,6,12,26,30,34,38
871,872,2,4,30,32,33,43,29
872,873,3,5,12,13,33,39,38
873,874,1,15,19,23,28,42,32
874,875,19,22,30,34,39,44,36
875,876,5,16,21,26,34,42,24
876,877,5,17,18,22,23,43,12
877,878,2,6,11,16,25,31,3
878,879,1,4,10,14,15,35,20
879,880,7,17,19,23,24,45,38
880,881,4,18,20,26,27,32,9
881,882,18,34,39,43,44,45,23
882,883,9,18,32,33,37,44,22
883,884,4,14,23,28,37,45,17
884,885,1,3,24,27,39,45,31
885,886,19,23,28,37,42,45,2
886,887,8,14,17,27,36,45,10
887,888,3,7,12,31,34,38,32
888,889,3,13,29,38,39,42,26
889,890,1,4,14,18,29,37,6
890,891,9,13,28,31,39,41,19
891,892,4,9,17,18,26,42,36
892,893,1,15,17,23,25,41,10
893,894,19,32,37,40,41,43,45
894,895,16,26,31,38,39,41,23
895,896,5,12,25,26,38,45,23
896,897,6,7,12,22,26,36,29
897,898,18,21,28,35,37,42,17
898,899,8,19,20,21,33,39,37
899,900,7,13,16,18,35,38,14
900,901,5,18,20,23,30,34,21
901,902,7,19,23,24,36,39,30
902,903,2,15,16,21,22,28,45
903,904,2,6,8,26,43,45,11
904,905,3,4,16,27,38,40,20
905,906,2,5,14,28,31,32,20
906,907,21,27,29,38,40,44,37
907,908,3,16,21,22,23,44,30
908,909,7,24,29,30,34,35,33
909,910,1,11,17,27,35,39,31
910,911,4,5,12,14,32,42,35
911,912,5,8,18,21,22,38,10
912,913,6,14,16,21,27,37,40
913,914,16,19,24,33,42,44,27
914,915,2,6,11,13,22,37,14
915,916,6,21,22,32,35,36,17
916,917,1,3,23,24,27,43,34
917,918,7,11,12,31,33,38,5
918,919,9,14,17,18,42,44,35
919,920,2,3,26,33,34,43,29
920,921,5,7,12,22,28,41,1
921,922,2,6,13,17,27,43,36
922,923,3,17,18,23,36,41,26
923,924,3,11,34,42,43,44,13
924,925,13,24,32,34,39,42,4
925,926,10,16,18,20,25,31,6
926,927,4,15,22,38,41,43,26
927,928,3,4,10,20,28,44,30
928,929,7,9,12,15,19,23,4
929,930,8,21,25,38,39,44,28
930,931,14,15,23,25,35,43,32
931,932,1,6,15,36,37,38,5
932,933,23,27,29,31,36,45,37
933,934,1,3,30,33,36,39,12
934,935,4,10,20,32,38,44,18
935,936,7,11,13,17,18,29,43
936,937,2,10,13,22,29,40,26
937,938,4,8,10,16,31,36,9
938,939,4,11,28,39,42,45,6
939,940,3,15,20,22,24,41,11
940,941,12,14,25,27,39,40,35
941,942,10,12,18,35,42,43,39
942,943,1,8,13,36,44,45,39
943,944,2,13,16,19,32,33,42
944,945,9,10,15,30,33,37,26
945,946,9,18,19,30,34,40,20
946,947,3,8,17,20,27,35,26
947,948,13,18,30,31,38,41,5
948,949,14,21,35,36,40,44,30
949,950,3,4,15,22,28,40,10
950,951,2,12,30,31,39,43,38
951,952,4,12,22,24,33,41,38
952,953,7,9,22,27,37,42,34
953,954,1,9,26,28,30,41,32
954,955,4,9,23,26,29,33,8
955,956,10,11,20,21,25,41,40
956,957,4,15,24,35,36,40,1
957,958,2,9,10,16,35,37,1
958,959,1,14,15,24,40,41,35
959,960,2,18,24,30,32,45,14
960,961,11,20,29,31,33,42,43
961,962,1,18,28,31,34,43,40
962,963,6,12,19,23,34,42,35
963,964,6,21,36,38,39,43,30
964,965,2,13,25,28,29,36,34
965,966,1,21,25,29,34,37,36
966,967,1,6,13,37,38,40,9
967,968,2,5,12,14,24,39,33
968,969,3,9,10,29,40,45,7
969,970,9,11,16,21,28,36,5
970,971,2,6,17,18,21,26,7
971,972,3,6,17,23,37,39,26
972,973,22,26,31,37,41,42,24
973,974,1,2,11,16,39,44,32
974,975,7,8,9,17,22,24,5
975,976,4,12,14,25,35,37,2
976,977,2,9,10,14,22,44,16
977,978,1,7,15,32,34,42,8
978,979,7,11,16,21,27,33,24
979,980,3,13,16,23,24,35,14
980,981,27,36,37,41,43,45,32
981,982,5,7,13,20,21,44,33
982,983,13,23,26,31,35,43,15
983,984,3,10,23,35,36,37,18
984,985,17,21,23,30,34,44,19
985,986,7,10,16,28,41,42,40
986,987,2,4,15,23,29,38,7
987,988,2,13,20,30,31,41,27
988,989,17,18,21,27,29,33,26
989,990,2,4,25,26,36,37,28
990,991,13,18,25,31,33,44,38
991,992,12,20,26,33,44,45,24
992,993,6,14,16,18,24,42,44
993,994,1,3,8,24,27,35,28
994,995,1,4,13,29,38,39,7
995,996,6,11,15,24,32,39,28
996,997,4,7,14,16,24,44,20
997,998,13,17,18,20,42,45,41
998,999,1,3,9,14,18,28,34
999,1000,2,8,19,22,32,42,39
1000,1001,6,10,12,14,20,42,15
1001,1002,17,25,33,35,38,45,15
1002,1003,1,4,29,39,43,45,31
